x: 1, y: 0.8
x: 1.0019971610040888, y: 0.7998953332269051
x: 1.0039942239427573, y: 0.799790671593201
x: 1.0059911888160056, y: 0.7996860150988879
x: 1.0079880556238334, y: 0.7995813637439656
x: 1.009984824366241, y: 0.7994767175284342
x: 1.0119814950432282, y: 0.7993720764522937
x: 1.0139780676547951, y: 0.7992674405155441
x: 1.0159745422009419, y: 0.7991628097181854
x: 1.0179709186816681, y: 0.7990581840602177
x: 1.0199671970969741, y: 0.7989535635416408
x: 1.02196337744686, y: 0.7988489481624549
x: 1.0239594597313253, y: 0.7987443379226599
x: 1.0259554439503704, y: 0.7986397328222558
x: 1.027951330103995, y: 0.7985351328612426
x: 1.0299471181921995, y: 0.7984305380396202
x: 1.0319428082149837, y: 0.7983259483573887
x: 1.0339384001723475, y: 0.7982213638145481
x: 1.035933894064291, y: 0.7981167844110985
x: 1.0379292898908143, y: 0.7980122101470397
x: 1.0399245876519172, y: 0.7979076410223719
x: 1.0419197873475998, y: 0.797803077037095
x: 1.043914888977862, y: 0.797698518191209
x: 1.045909892542704, y: 0.7975939644847139
x: 1.0479047980421257, y: 0.7974894159176097
x: 1.049899605476127, y: 0.7973848724898964
x: 1.051894314844708, y: 0.797280334201574
x: 1.0538889261478688, y: 0.7971758010526424
x: 1.0558834393856091, y: 0.7970712730431018
x: 1.0578778545579293, y: 0.796966750172952
x: 1.059872171664829, y: 0.7968622324421932
x: 1.0618663907063084, y: 0.7967577198508253
x: 1.0638605116823676, y: 0.7966532123988483
x: 1.0658545345930064, y: 0.7965487100862623
x: 1.067848459438225, y: 0.7964442129130671
x: 1.069842286218023, y: 0.7963397208792629
x: 1.0718360149324009, y: 0.7962352339848495
x: 1.0738296455813585, y: 0.7961307522298271
x: 1.0758231781648957, y: 0.7960262756141955
x: 1.0778166126830127, y: 0.7959218041379548
x: 1.0798099491357094, y: 0.795817337801105
x: 1.0818031875229857, y: 0.7957128766036461
x: 1.0837963278448417, y: 0.7956084205455781
x: 1.0857893701012773, y: 0.7955039696269011
x: 1.0877823142922927, y: 0.7953995238476149
x: 1.0897751604178878, y: 0.7952950832077197
x: 1.0917679084780625, y: 0.7951906477072154
x: 1.093760558472817, y: 0.795086217346102
x: 1.0957531104021512, y: 0.7949817921243795
x: 1.097745564266065, y: 0.7948773720420478
x: 1.0997379200645585, y: 0.794772957099107
x: 1.1017301777976316, y: 0.7946685472955571
x: 1.1037223374652845, y: 0.7945641426313982
x: 1.1057143990675171, y: 0.7944597431066301
x: 1.1077063626043293, y: 0.794355348721253
x: 1.1096982280757213, y: 0.7942509594752668
x: 1.111689995481693, y: 0.7941465753686715
x: 1.1136816648222443, y: 0.7940421964014671
x: 1.1156732360973753, y: 0.7939378225736536
x: 1.117664709307086, y: 0.7938334538852311
x: 1.1196560844513763, y: 0.7937290903361994
x: 1.1216473615302465, y: 0.7936247319265586
x: 1.1236385405436962, y: 0.7935203786563086
x: 1.1256296214917256, y: 0.7934160305254496
x: 1.1276206043743346, y: 0.7933116875339815
x: 1.1296114891915234, y: 0.7932073496819043
x: 1.131602275943292, y: 0.793103016969218
x: 1.13359296462964, y: 0.7929986893959227
x: 1.135583555250568, y: 0.7928943669620182
x: 1.1375740478060756, y: 0.7927900496675047
x: 1.1395644422961628, y: 0.792685737512382
x: 1.1415547387208298, y: 0.7925814304966503
x: 1.1435449370800763, y: 0.7924771286203094
x: 1.1455350373739026, y: 0.7923728318833594
x: 1.1475250396023087, y: 0.7922685402858003
x: 1.1495149437652943, y: 0.7921642538276321
x: 1.1515047498628597, y: 0.7920599725088548
x: 1.1534944578950048, y: 0.7919556963294685
x: 1.1554840678617295, y: 0.791851425289473
x: 1.157473579763034, y: 0.7917471593888685
x: 1.159462993598918, y: 0.7916428986276549
x: 1.1614523093693818, y: 0.7915386430058322
x: 1.1634415270744254, y: 0.7914343925234004
x: 1.1654306467140485, y: 0.7913301471803594
x: 1.1674196682882514, y: 0.7912259069767094
x: 1.169408591797034, y: 0.7911216719124502
x: 1.1713974172403963, y: 0.791017441987582
x: 1.1733861446183382, y: 0.7909132172021046
x: 1.1753747739308598, y: 0.7908089975560182
x: 1.177363305177961, y: 0.7907047830493227
x: 1.1793517383596421, y: 0.7906005736820181
x: 1.1813400734759028, y: 0.7904963694541044
x: 1.1833283105267431, y: 0.7903921703655816
x: 1.185316449512163, y: 0.7902879764164498
x: 1.1873044904321628, y: 0.7901837876067088
x: 1.1892924332867423, y: 0.7900796039363587
x: 1.1912802780759013, y: 0.7899754254053994
x: 1.1932680247996401, y: 0.7898712520138311
x: 1.1952556734579587, y: 0.7897670837616537
x: 1.1972432240508568, y: 0.7896629206488672
x: 1.1992306765783347, y: 0.7895587626754716
x: 1.2012180310403922, y: 0.789454609841467
x: 1.2032052874370294, y: 0.7893504621468532
