x: 1, y: 0.8
x: 0.999860555553369, y: 0.8019941484926223
x: 0.9997211796075951, y: 0.8039873173773472
x: 0.9995818721626785, y: 0.8059795066541747
x: 0.999442633218619, y: 0.8079707163231049
x: 0.9993034627754168, y: 0.8099609463841377
x: 0.9991643608330719, y: 0.8119501968372732
x: 0.9990253273915842, y: 0.8139384676825113
x: 0.9988863624509537, y: 0.8159257589198521
x: 0.9987474660111805, y: 0.8179120705492955
x: 0.9986086380722644, y: 0.8198974025708415
x: 0.9984698786342056, y: 0.8218817549844902
x: 0.9983311876970039, y: 0.8238651277902416
x: 0.9981925652606595, y: 0.8258475209880956
x: 0.9980540113251722, y: 0.8278289345780522
x: 0.9979155258905422, y: 0.8298093685601114
x: 0.9977771089567694, y: 0.8317888229342734
x: 0.9976387605238538, y: 0.8337672977005379
x: 0.9975004805917954, y: 0.8357447928589051
x: 0.9973622691605942, y: 0.837721308409375
x: 0.9972241262302504, y: 0.8396968443519475
x: 0.9970860518007637, y: 0.8416714006866226
x: 0.9969480458721343, y: 0.8436449774134004
x: 0.996810108444362, y: 0.8456175745322808
x: 0.996672239517447, y: 0.8475891920432639
x: 0.9965344390913892, y: 0.8495598299463496
x: 0.9963967071661886, y: 0.851529488241538
x: 0.9962590437418452, y: 0.853498166928829
x: 0.996121448818359, y: 0.8554658660082226
x: 0.99598392239573, y: 0.857432585479719
x: 0.9958464644739582, y: 0.8593983253433181
x: 0.9957090750530436, y: 0.8613630855990198
x: 0.9955717541329863, y: 0.8633268662468241
x: 0.9954345017137861, y: 0.8652896672867311
x: 0.9952973177954433, y: 0.8672514887187407
x: 0.9951602023779577, y: 0.869212330542853
x: 0.9950231554613292, y: 0.8711721927590679
x: 0.994886177045558, y: 0.8731310753673854
x: 0.994749267130644, y: 0.8750889783678056
x: 0.9946124257165873, y: 0.8770459017603285
x: 0.9944756528033877, y: 0.879001845544954
x: 0.9943389483910453, y: 0.8809568097216821
x: 0.9942023124795601, y: 0.8829107942905129
x: 0.9940657450689322, y: 0.8848637992514463
x: 0.9939292461591615, y: 0.8868158246044824
x: 0.9937928157502479, y: 0.8887668703496211
x: 0.9936564538421916, y: 0.8907169364868625
x: 0.9935201604349925, y: 0.8926660230162065
x: 0.9933839355286507, y: 0.8946141299376531
x: 0.9932477791231661, y: 0.8965612572512024
x: 0.9931116912185387, y: 0.8985074049568543
x: 0.9929756718147685, y: 0.9004525730546089
x: 0.9928397209118556, y: 0.9023967615444661
x: 0.9927038385097998, y: 0.904339970426426
x: 0.9925680246086013, y: 0.9062821997004885
x: 0.9924322792082599, y: 0.9082234493666537
x: 0.9922966023087758, y: 0.9101637194249215
x: 0.9921609939101489, y: 0.9121030098752919
x: 0.9920254540123792, y: 0.914041320717765
x: 0.9918899826154667, y: 0.9159786519523407
x: 0.9917545797194114, y: 0.9179150035790191
x: 0.9916192453242133, y: 0.9198503755978001
x: 0.9914839794298725, y: 0.9217847680086838
x: 0.991348782036389, y: 0.9237181808116701
x: 0.9912136531437626, y: 0.9256506140067591
x: 0.9910785927519935, y: 0.9275820675939507
x: 0.9909436008610816, y: 0.9295125415732449
x: 0.9908086774710269, y: 0.9314420359446418
x: 0.9906738225818293, y: 0.9333705507081413
x: 0.990539036193489, y: 0.9352980858637435
x: 0.990404318306006, y: 0.9372246414114483
x: 0.9902696689193801, y: 0.9391502173512558
x: 0.9901350880336114, y: 0.9410748136831659
x: 0.9900005756486999, y: 0.9429984304071787
x: 0.9898661317646457, y: 0.9449210675232941
x: 0.9897317563814486, y: 0.9468427250315121
x: 0.9895974494991089, y: 0.9487634029318328
x: 0.9894632111176264, y: 0.9506831012242561
x: 0.989329041237001, y: 0.9526018199087821
x: 0.989194939857233, y: 0.9545195589854107
x: 0.989060906978322, y: 0.956436318454142
x: 0.9889269426002684, y: 0.9583520983149759
x: 0.9887930467230719, y: 0.9602668985679125
x: 0.9886592193467326, y: 0.9621807192129517
x: 0.9885254604712506, y: 0.9640935602500935
x: 0.9883917700966257, y: 0.966005421679338
x: 0.9882581482228581, y: 0.9679163035006851
x: 0.9881245948499476, y: 0.9698262057141349
x: 0.9879911099778944, y: 0.9717351283196873
x: 0.9878576936066984, y: 0.9736430713173424
x: 0.9877243457363597, y: 0.9755500347071001
x: 0.9875910663668782, y: 0.9774560184889605
x: 0.9874578554982539, y: 0.9793610226629235
x: 0.9873247131304869, y: 0.9812650472289891
x: 0.987191639263577, y: 0.9831680921871574
x: 0.9870586338975244, y: 0.9850701575374283
x: 0.9869256970323289, y: 0.9869712432798019
x: 0.9867928286679907, y: 0.9888713494142781
x: 0.9866600288045096, y: 0.990770475940857
x: 0.9865272974418858, y: 0.9926686228595385
x: 0.9863946345801192, y: 0.9945657901703226
x: 0.9862620402192098, y: 0.9964619778732094
x: 0.9861295143591576, y: 0.9983571859681989
x: 0.9859970569999627, y: 1.000251414455291
x: 0.985864668141625, y: 1.0021446633344857
x: 0.9857323477841445, y: 1.004036932605783
x: 0.9856000959275213, y: 1.005928222269183
x: 0.9854679125717553, y: 1.0078185323246855
x: 0.9853357977168464, y: 1.0097078627722909
x: 0.9852037513627948, y: 1.0115962136119987
x: 0.9850717735096004, y: 1.0134835848438093
x: 0.9849398641572632, y: 1.0153699764677224
x: 0.9848080233057832, y: 1.0172553884837383
x: 0.9846762509551604, y: 1.0191398208918567
x: 0.9845445471053949, y: 1.021023273692078
x: 0.9844129117564865, y: 1.0229057468844016
x: 0.9842813449084353, y: 1.024787240468828
x: 0.9841498465612415, y: 1.026667754445357
x: 0.9840184167149049, y: 1.0285472888139888
x: 0.9838870553694254, y: 1.030425843574723
x: 0.9837557625248032, y: 1.0323034187275602
x: 0.9836245381810382, y: 1.0341800142724997
x: 0.9834933823381304, y: 1.036055630209542
x: 0.9833622949960799, y: 1.037930266538687
x: 0.9832312761548865, y: 1.0398039232599345
x: 0.9831003258145503, y: 1.0416766003732847
x: 0.9829694439750714, y: 1.0435482978787376
