x: 1, y: 0.8
x: 0.9980247203098048, y: 0.7996871464317841
x: 0.9960495376106047, y: 0.7993743082254325
x: 0.9940744519023995, y: 0.7990614853809455
x: 0.9920994631851894, y: 0.7987486778983228
x: 0.9901245714589744, y: 0.7984358857775647
x: 0.9881497767237544, y: 0.7981231090186711
x: 0.9861750789795294, y: 0.7978103476216419
x: 0.9842004782262995, y: 0.7974976015864772
x: 0.9822259744640647, y: 0.7971848709131769
x: 0.9802515676928248, y: 0.7968721556017411
x: 0.97827725791258, y: 0.7965594556521698
x: 0.9763030451233303, y: 0.796246771064463
x: 0.9743289293250756, y: 0.7959341018386206
x: 0.972354910517816, y: 0.7956214479746426
x: 0.9703809887015514, y: 0.7953088094725291
x: 0.9684071638762819, y: 0.7949961863322802
x: 0.9664334360420074, y: 0.7946835785538957
x: 0.964459805198728, y: 0.7943709861373757
x: 0.9624862713464436, y: 0.7940584090827201
x: 0.9605128344851542, y: 0.7937458473899289
x: 0.9585394946148599, y: 0.7934333010590022
x: 0.9565662517355606, y: 0.7931207700899401
x: 0.9545931058472564, y: 0.7928082544827424
x: 0.9526200569499472, y: 0.7924957542374091
x: 0.9506471050436331, y: 0.7921832693539403
x: 0.9486742501283141, y: 0.791870799832336
x: 0.94670149220399, y: 0.7915583456725961
x: 0.9447288312706611, y: 0.7912459068747207
x: 0.9427562673283272, y: 0.7909334834387098
x: 0.9407838003769883, y: 0.7906210753645634
x: 0.9388114304166444, y: 0.7903086826522814
x: 0.9368391574472956, y: 0.7899963053018638
x: 0.9348669814689419, y: 0.7896839433133108
x: 0.9328949024815831, y: 0.7893715966866223
x: 0.9309229204852195, y: 0.7890592654217982
x: 0.9289510354798509, y: 0.7887469495188385
x: 0.9269792474654773, y: 0.7884346489777433
x: 0.9250075564420989, y: 0.7881223637985125
x: 0.9230359624097154, y: 0.7878100939811463
x: 0.921064465368327, y: 0.7874978395256446
x: 0.9190930653179336, y: 0.7871856004320072
x: 0.9171217622585353, y: 0.7868733767002344
x: 0.915150556190132, y: 0.786561168330326
x: 0.9131794471127237, y: 0.786248975322282
x: 0.9112084350263105, y: 0.7859367976761026
x: 0.9092375199308924, y: 0.7856246353917876
x: 0.9072667018264693, y: 0.7853124884693371
x: 0.9052959807130413, y: 0.785000356908751
x: 0.9033253565906083, y: 0.7846882407100294
x: 0.9013548294591703, y: 0.7843761398731723
x: 0.8993843993187274, y: 0.7840640543981797
x: 0.8974140661692795, y: 0.7837519842850516
x: 0.8954438300108267, y: 0.7834399295337878
x: 0.8934736908433689, y: 0.7831278901443885
x: 0.8915036486669062, y: 0.7828158661168537
x: 0.8895337034814386, y: 0.7825038574511834
x: 0.8875638552869659, y: 0.7821918641473776
x: 0.8855941040834883, y: 0.7818798862054362
x: 0.8836244498710057, y: 0.7815679236253593
x: 0.8816548926495182, y: 0.7812559764071468
x: 0.8796854324190257, y: 0.7809440445507989
x: 0.8777160691795284, y: 0.7806321280563154
x: 0.875746802931026, y: 0.7803202269236964
x: 0.8737776336735187, y: 0.7800083411529418
x: 0.8718085614070065, y: 0.7796964707440517
x: 0.8698395861314893, y: 0.779384615697026
x: 0.8678707078469671, y: 0.7790727760118649
x: 0.8659019265534399, y: 0.7787609516885682
x: 0.8639332422509078, y: 0.778449142727136
x: 0.8619646549393708, y: 0.7781373491275682
x: 0.8599961646188288, y: 0.7778255708898648
x: 0.8580277712892819, y: 0.7775138080140259
x: 0.85605947495073, y: 0.7772020605000516
x: 0.8540912756031731, y: 0.7768903283479417
x: 0.8521231732466114, y: 0.7765786115576963
x: 0.8501551678810446, y: 0.7762669101293153
x: 0.8481872595064729, y: 0.7759552240627987
x: 0.8462194481228962, y: 0.7756435533581467
x: 0.8442517337303146, y: 0.7753318980153592
x: 0.842284116328728, y: 0.7750202580344361
x: 0.8403165959181365, y: 0.7747086334153774
x: 0.83834917249854, y: 0.7743970241581832
x: 0.8363818460699386, y: 0.7740854302628535
x: 0.8344146166323322, y: 0.7737738517293883
x: 0.8324474841857209, y: 0.7734622885577875
x: 0.8304804487301046, y: 0.7731507407480512
x: 0.8285135102654834, y: 0.7728392083001794
x: 0.8265466687918571, y: 0.772527691214172
x: 0.824579924309226, y: 0.772216189490029
x: 0.8226132768175899, y: 0.7719047031277506
x: 0.8206467263169488, y: 0.7715932321273367
x: 0.8186802728073028, y: 0.7712817764887872
x: 0.8167139162886519, y: 0.7709703362121021
x: 0.8147476567609959, y: 0.7706589112972815
x: 0.8127814942243351, y: 0.7703475017443254
x: 0.8108154286786693, y: 0.7700361075532338
x: 0.8088494601239985, y: 0.7697247287240067
x: 0.8068835885603227, y: 0.7694133652566439
x: 0.8049178139876421, y: 0.7691020171511457
x: 0.8029521364059564, y: 0.7687906844075119
x: 0.8009865558152658, y: 0.7684793670257426
x: 0.7990210722155703, y: 0.7681680650058378
x: 0.7970556856068698, y: 0.7678567783477974
x: 0.7950903959891643, y: 0.7675455070516215
x: 0.793125203362454, y: 0.76723425111731
x: 0.7911601077267386, y: 0.7669230105448631
x: 0.7891951090820183, y: 0.7666117853342806
x: 0.787230207428293, y: 0.7663005754855626
x: 0.7852654027655628, y: 0.7659893809987091
x: 0.7833006950938276, y: 0.7656782018737199
x: 0.7813360844130874, y: 0.7653670381105953
x: 0.7793715707233424, y: 0.7650558897093351
x: 0.7774071540245924, y: 0.7647447566699395
x: 0.7754428343168374, y: 0.7644336389924082
x: 0.7734786116000774, y: 0.7641225366767415
x: 0.7715144858743125, y: 0.7638114497229391
x: 0.7695504571395426, y: 0.7635003781310012
x: 0.7675865253957678, y: 0.7631893219009279
x: 0.765622690642988, y: 0.762878281032719
x: 0.7636589528812033, y: 0.7625672555263746
x: 0.7616953121104136, y: 0.7622562453818946
x: 0.7597317683306191, y: 0.7619452505992791
x: 0.7577683215418195, y: 0.7616342711785281
x: 0.755804971744015, y: 0.7613233071196416
x: 0.7538417189372054, y: 0.7610123584226195
x: 0.751878563121391, y: 0.7607014250874619
x: 0.7499155042965716, y: 0.7603905071141687
x: 0.7479525424627472, y: 0.7600796045027399
x: 0.745989677619918, y: 0.7597687172531757
x: 0.7440269097680837, y: 0.759457845365476
x: 0.7420642389072445, y: 0.7591469888396407
x: 0.7401016650374004, y: 0.7588361476756699
x: 0.7381391881585513, y: 0.7585253218735635
x: 0.7361768082706972, y: 0.7582145114333216
x: 0.7342145253738381, y: 0.7579037163549442
x: 0.7322523394679742, y: 0.7575929366384313
x: 0.7302902505531053, y: 0.7572821722837828
x: 0.7283282586292313, y: 0.7569714232909988
x: 0.7263663636963525, y: 0.7566606896600792
x: 0.7244045657544688, y: 0.7563499713910241
x: 0.72244286480358, y: 0.7560392684838335
x: 0.7204812608436864, y: 0.7557285809385074
x: 0.7185197538747877, y: 0.7554179087550457
x: 0.7165583438968841, y: 0.7551072519334484
x: 0.7145970309099755, y: 0.7547966104737156
x: 0.712635814914062, y: 0.7544859843758474
x: 0.7106746959091436, y: 0.7541753736398435
x: 0.7087136738952201, y: 0.7538647782657042
x: 0.7067527488722918, y: 0.7535541982534293
x: 0.7047919208403585, y: 0.7532436336030188
x: 0.7028311897994202, y: 0.7529330843144729
x: 0.700870555749477, y: 0.7526225503877915
x: 0.6989100186905288, y: 0.7523120318229745
x: 0.6969495786225757, y: 0.7520015286200219
x: 0.6949892355456175, y: 0.7516910407789338
x: 0.6930289894596545, y: 0.7513805682997101
x: 0.6910688403646865, y: 0.751070111182351
x: 0.6891087882607135, y: 0.7507596694268563
x: 0.6871488331477357, y: 0.7504492430332261
x: 0.6851889750257528, y: 0.7501388320014604
x: 0.683229213894765, y: 0.749828436331559
x: 0.6812695497547722, y: 0.7495180560235222
x: 0.6793099826057745, y: 0.7492076910773499
x: 0.6773505124477718, y: 0.748897341493042
x: 0.6753911392807641, y: 0.7485870072705986
x: 0.6734318631047516, y: 0.7482766884100196
x: 0.671472683919734, y: 0.7479663849113051
x: 0.6695136017257115, y: 0.7476560967744551
x: 0.6675546165226841, y: 0.7473458239994696
x: 0.6655957283106517, y: 0.7470355665863485
x: 0.6636369370896144, y: 0.7467253245350919
x: 0.661678242859572, y: 0.7464150978456997
x: 0.6597196456205248, y: 0.746104886518172
x: 0.6577611453724725, y: 0.7457946905525088
x: 0.6558027421154153, y: 0.7454845099487101
x: 0.6538444358493533, y: 0.7451743447067758
x: 0.6518862265742862, y: 0.744864194826706
x: 0.6499281142902141, y: 0.7445540603085006
x: 0.6479700989971372, y: 0.7442439411521597
x: 0.6460121806950553, y: 0.7439338373576834
x: 0.6440543593839684, y: 0.7436237489250714
x: 0.6420966350638765, y: 0.743313675854324
x: 0.6401390077347797, y: 0.7430036181454409
x: 0.638181477396678, y: 0.7426935757984223
x: 0.6362240440495712, y: 0.7423835488132683
x: 0.6342667076934596, y: 0.7420735371899787
x: 0.632309468328343, y: 0.7417635409285536
x: 0.6303523259542214, y: 0.7414535600289929
x: 0.628395280571095, y: 0.7411435944912966
x: 0.6264383321789635, y: 0.7408336443154648
x: 0.6244814807778271, y: 0.7405237095014976
x: 0.6225247263676856, y: 0.7402137900493948
x: 0.6205680689485393, y: 0.7399038859591565
x: 0.618611508520388, y: 0.7395939972307826
x: 0.6166550450832318, y: 0.7392841238642731
x: 0.6146986786370706, y: 0.7389742658596282
x: 0.6127424091819045, y: 0.7386644232168478
x: 0.6107862367177334, y: 0.7383545959359318
x: 0.6088301612445574, y: 0.7380447840168802
x: 0.6068741827623764, y: 0.7377349874596931
x: 0.6049183012711904, y: 0.7374252062643705
x: 0.6029625167709994, y: 0.7371154404309124
x: 0.6010068292618036, y: 0.7368056899593187
x: 0.5990512387436028, y: 0.7364959548495895
x: 0.597095745216397, y: 0.7361862351017248
x: 0.5951403486801863, y: 0.7358765307157245
x: 0.5931850491349706, y: 0.7355668416915887
x: 0.59122984658075, y: 0.7352571680293174
x: 0.5892747410175243, y: 0.7349475097289105
x: 0.5873197324452938, y: 0.7346378667903681
x: 0.5853648208640583, y: 0.7343282392136902
x: 0.5834100062738178, y: 0.7340186269988767
x: 0.5814552886745724, y: 0.7337090301459277
x: 0.5795006680663221, y: 0.7333994486548432
x: 0.5775461444490667, y: 0.7330898825256231
x: 0.5755917178228065, y: 0.7327803317582675
x: 0.5736373881875413, y: 0.7324707963527763
x: 0.5716831555432711, y: 0.7321612763091496
x: 0.5697290198899959, y: 0.7318517716273875
x: 0.5677749812277159, y: 0.7315422823074897
x: 0.5658210395564308, y: 0.7312328083494565
x: 0.5638671948761408, y: 0.7309233497532877
x: 0.5619134471868459, y: 0.7306139065189833
x: 0.559959796488546, y: 0.7303044786465435
x: 0.5580062427812411, y: 0.7299950661359681
x: 0.5560527860649314, y: 0.7296856689872572
x: 0.5540994263396166, y: 0.7293762872004107
x: 0.5521461636052969, y: 0.7290669207754287
x: 0.5501929978619722, y: 0.7287575697123111
x: 0.5482399291096426, y: 0.7284482340110581
x: 0.546286957348308, y: 0.7281389136716695
x: 0.5443340825779684, y: 0.7278296086941454
x: 0.542381304798624, y: 0.7275203190784857
x: 0.5404286240102746, y: 0.7272110448246905
x: 0.5384760402129202, y: 0.7269017859327597
x: 0.5365235534065609, y: 0.7265925424026934
x: 0.5345711635911966, y: 0.7262833142344917
x: 0.5326188707668273, y: 0.7259741014281543
x: 0.5306666749334531, y: 0.7256649039836814
x: 0.528714576091074, y: 0.725355721901073
x: 0.5267625742396899, y: 0.7250465551803291
x: 0.5248106693793008, y: 0.7247374038214497
x: 0.5228588615099068, y: 0.7244282678244347
x: 0.5209071506315078, y: 0.7241191471892842
x: 0.5189555367441039, y: 0.7238100419159981
