x: 1, y: 0.8
x: 1.001338195504092, y: 0.7985137833258671
x: 1.0026763252995587, y: 0.797027639628556
x: 1.0040143893863998, y: 0.7955415689080668
x: 1.0053523877646153, y: 0.7940555711643995
x: 1.0066903204342053, y: 0.792569646397554
x: 1.0080281873951698, y: 0.7910837946075304
x: 1.0093659886475086, y: 0.7895980157943286
x: 1.010703724191222, y: 0.7881123099579488
x: 1.0120413940263098, y: 0.7866266770983907
x: 1.013378998152772, y: 0.7851411172156546
x: 1.0147165365706088, y: 0.7836556303097403
x: 1.01605400927982, y: 0.7821702163806479
x: 1.0173914162804056, y: 0.7806848754283773
x: 1.0187287575723658, y: 0.7791996074529286
x: 1.0200660331557003, y: 0.7777144124543017
x: 1.0214032430304094, y: 0.7762292904324968
x: 1.0227403871964929, y: 0.7747442413875136
x: 1.0240774656539509, y: 0.7732592653193524
x: 1.0254144784027832, y: 0.771774362228013
x: 1.0267514254429901, y: 0.7702895321134955
x: 1.0280883067745714, y: 0.7688047749757998
x: 1.0294251223975273, y: 0.767320090814926
x: 1.0307618723118575, y: 0.7658354796308741
x: 1.032098556517562, y: 0.7643509414236439
x: 1.033435175014641, y: 0.7628664761932357
x: 1.0347717278030946, y: 0.7613820839396492
x: 1.0361082148829226, y: 0.7598977646628847
x: 1.037444636254125, y: 0.758413518362942
x: 1.038780991916702, y: 0.7569293450398212
x: 1.0401172818706532, y: 0.7554452446935223
x: 1.041453506115979, y: 0.7539612173240452
x: 1.0427896646526793, y: 0.75247726293139
x: 1.044125757480754, y: 0.7509933815155566
x: 1.0454617846002032, y: 0.7495095730765451
x: 1.046797746011027, y: 0.7480258376143555
x: 1.048133641713225, y: 0.7465421751289877
x: 1.0494694717067976, y: 0.7450585856204418
x: 1.0508052359917446, y: 0.7435750690887177
x: 1.0521409345680661, y: 0.7420916255338156
x: 1.053476567435762, y: 0.7406082549557352
x: 1.0548121345948325, y: 0.7391249573544768
x: 1.0561476360452773, y: 0.7376417327300402
x: 1.0574830717870967, y: 0.7361585810824255
x: 1.0588184418202904, y: 0.7346755024116326
x: 1.0601537461448587, y: 0.7331924967176616
x: 1.0614889847608013, y: 0.7317095640005125
x: 1.0628241576681186, y: 0.7302267042601852
x: 1.0641592648668101, y: 0.7287439174966798
x: 1.0654943063568763, y: 0.7272612037099963
x: 1.0668292821383167, y: 0.7257785629001345
x: 1.0681641922111318, y: 0.7242959950670947
x: 1.0694990365753212, y: 0.7228135002108768
x: 1.070833815230885, y: 0.7213310783314807
x: 1.0721685281778233, y: 0.7198487294289064
x: 1.073503175416136, y: 0.7183664535031541
x: 1.0748377569458232, y: 0.7168842505542236
x: 1.0761722727668848, y: 0.7154021205821149
x: 1.077506722879321, y: 0.7139200635868281
x: 1.0788411072831314, y: 0.7124380795683632
x: 1.0801754259783165, y: 0.7109561685267202
x: 1.081509678964876, y: 0.709474330461899
x: 1.08284386624281, y: 0.7079925653738997
x: 1.0841779878121183, y: 0.7065108732627222
x: 1.0855120436728012, y: 0.7050292541283666
x: 1.0868460338248584, y: 0.7035477079708328
x: 1.0881799582682903, y: 0.7020662347901209
x: 1.0895138170030965, y: 0.7005848345862308
x: 1.0908476100292772, y: 0.6991035073591626
x: 1.0921813373468323, y: 0.6976222531089162
x: 1.093514998955762, y: 0.6961410718354918
x: 1.094848594856066, y: 0.6946599635388891
x: 1.0961821250477446, y: 0.6931789282191084
x: 1.0975155895307975, y: 0.6916979658761495
x: 1.098848988305225, y: 0.6902170765100125
x: 1.100182321371027, y: 0.6887362601206973
x: 1.1015155887282033, y: 0.6872555167082041
x: 1.102848790376754, y: 0.6857748462725326
x: 1.1041819263166794, y: 0.6842942488136831
x: 1.1055149965479791, y: 0.6828137243316553
x: 1.1068480010706534, y: 0.6813332728264495
x: 1.108180939884702, y: 0.6798528942980655
x: 1.109513812990125, y: 0.6783725887465034
x: 1.1108466203869225, y: 0.6768923561717631
x: 1.1121793620750944, y: 0.6754121965738448
x: 1.1135120380546408, y: 0.6739321099527482
x: 1.1148446483255616, y: 0.6724520963084736
x: 1.116177192887857, y: 0.6709721556410208
x: 1.1175096717415267, y: 0.6694922879503898
x: 1.118842084886571, y: 0.6680124932365807
x: 1.1201744323229896, y: 0.6665327714995936
x: 1.1215067140507828, y: 0.6650531227394282
x: 1.1228389300699504, y: 0.6635735469560847
x: 1.1241710803804925, y: 0.6620940441495631
x: 1.125503164982409, y: 0.6606146143198633
x: 1.1268351838757, y: 0.6591352574669854
x: 1.1281671370603654, y: 0.6576559735909294
