x: 1, y: 0.8
x: 0.9994154001450616, y: 0.801912139966291
x: 0.9988309438446301, y: 0.8038238103869467
x: 0.9982466310987057, y: 0.8057350112619672
x: 0.9976624619072884, y: 0.8076457425913526
x: 0.997078436270378, y: 0.8095560043751028
x: 0.9964945541879746, y: 0.8114657966132178
x: 0.9959108156600782, y: 0.8133751193056976
x: 0.9953272206866889, y: 0.8152839724525422
x: 0.9947437692678066, y: 0.8171923560537517
x: 0.9941604614034313, y: 0.8191002701093261
x: 0.993577297093563, y: 0.8210077146192651
x: 0.9929942763382018, y: 0.8229146895835691
x: 0.9924113991373475, y: 0.8248211950022378
x: 0.9918286654910003, y: 0.8267272308752714
x: 0.9912460753991602, y: 0.8286327972026698
x: 0.990663628861827, y: 0.830537893984433
x: 0.9900813258790009, y: 0.8324425212205611
x: 0.9894991664506817, y: 0.834346678911054
x: 0.9889171505768696, y: 0.8362503670559116
x: 0.9883352782575645, y: 0.8381535856551341
x: 0.9877535494927664, y: 0.8400563347087214
x: 0.9871719642824753, y: 0.8419586142166736
x: 0.9865905226266913, y: 0.8438604241789907
x: 0.9860092245254143, y: 0.8457617645956724
x: 0.9854280699786443, y: 0.847662635466719
x: 0.9848470589863814, y: 0.8495630367921305
x: 0.9842661915486254, y: 0.8514629685719068
x: 0.9836854676653765, y: 0.8533624308060479
x: 0.9831048873366345, y: 0.8552614234945538
x: 0.9825244505623996, y: 0.8571599466374246
x: 0.9819441573426717, y: 0.8590580002346602
x: 0.9813640076774508, y: 0.8609555842862605
x: 0.980784001566737, y: 0.8628526987922257
x: 0.9802041390105302, y: 0.8647493437525557
x: 0.9796244200088303, y: 0.8666455191672506
x: 0.9790448445616375, y: 0.8685412250363103
x: 0.9784654126689518, y: 0.8704364613597347
x: 0.977886124330773, y: 0.8723312281375241
x: 0.9773069795471013, y: 0.8742255253696782
x: 0.9767279783179366, y: 0.8761193530561971
x: 0.9761491206432789, y: 0.8780127111970809
x: 0.9755704065231282, y: 0.8799055997923295
x: 0.9749918359574845, y: 0.881798018841943
x: 0.9744134089463479, y: 0.8836899683459212
x: 0.9738351254897183, y: 0.8855814483042642
x: 0.9732569855875957, y: 0.8874724587169721
x: 0.9726789892399801, y: 0.8893629995840449
x: 0.9721011364468716, y: 0.8912530709054824
x: 0.97152342720827, y: 0.8931426726812848
x: 0.9709458615241755, y: 0.895031804911452
x: 0.970368439394588, y: 0.896920467595984
x: 0.9697911608195074, y: 0.8988086607348809
x: 0.969214025798934, y: 0.9006963843281425
x: 0.9686370343328675, y: 0.9025836383757689
x: 0.9680601864213081, y: 0.9044704228777602
x: 0.9674834820642557, y: 0.9063567378341164
x: 0.9669069212617103, y: 0.9082425832448373
x: 0.9663305040136719, y: 0.9101279591099231
x: 0.9657542303201405, y: 0.9120128654293737
x: 0.9651781001811162, y: 0.9138973022031891
x: 0.9646021135965989, y: 0.9157812694313693
x: 0.9640262705665885, y: 0.9176647671139143
x: 0.9634505710910852, y: 0.9195477952508242
x: 0.962875015170089, y: 0.9214303538420989
x: 0.9622996028035997, y: 0.9233124428877384
x: 0.9617243339916175, y: 0.9251940623877427
x: 0.9611492087341423, y: 0.9270752123421119
x: 0.9605742270311741, y: 0.9289558927508459
x: 0.959999388882713, y: 0.9308361036139446
x: 0.9594246942887588, y: 0.9327158449314082
x: 0.9588501432493116, y: 0.9345951167032367
x: 0.9582757357643715, y: 0.93647391892943
x: 0.9577014718339384, y: 0.9383522516099881
x: 0.9571273514580123, y: 0.940230114744911
x: 0.9565533746365933, y: 0.9421075083341988
x: 0.9559795413696812, y: 0.9439844323778513
x: 0.9554058516572762, y: 0.9458608868758688
x: 0.9548323054993783, y: 0.947736871828251
x: 0.9542589028959872, y: 0.949612387234998
x: 0.9536856438471033, y: 0.9514874330961098
x: 0.9531125283527263, y: 0.9533620094115866
x: 0.9525395564128564, y: 0.955236116181428
x: 0.9519667280274935, y: 0.9571097534056343
