x: 1, y: 0.8
x: 1.0012035709480689, y: 0.8015971925940876
x: 1.0024070827979024, y: 0.803194306762168
x: 1.0036105355495006, y: 0.8047913425042413
x: 1.0048139292028637, y: 0.8063882998203076
x: 1.0060172637579914, y: 0.8079851787103667
x: 1.0072205392148839, y: 0.8095819791744188
x: 1.0084237555735411, y: 0.8111787012124637
x: 1.009626912833963, y: 0.8127753448245016
x: 1.0108300109961497, y: 0.8143719100105324
x: 1.0120330500601011, y: 0.8159683967705561
x: 1.0132360300258172, y: 0.8175648051045727
x: 1.014438950893298, y: 0.8191611350125823
x: 1.0156418126625435, y: 0.8207573864945847
x: 1.0168446153335537, y: 0.8223535595505801
x: 1.0180473589063288, y: 0.8239496541805684
x: 1.0192500433808684, y: 0.8255456703845496
x: 1.0204526687571729, y: 0.8271416081625237
x: 1.0216552350352421, y: 0.8287374675144907
x: 1.022857742215076, y: 0.8303332484404506
x: 1.0240601902966746, y: 0.8319289509404035
x: 1.025262579280038, y: 0.8335245750143493
x: 1.026464909165166, y: 0.8351201206622879
x: 1.027667179952059, y: 0.8367155878842195
x: 1.0288693916407166, y: 0.838310976680144
x: 1.0300715442311388, y: 0.8399062870500614
x: 1.0312736377233258, y: 0.8415015189939717
x: 1.0324756721172774, y: 0.843096672511875
x: 1.0336776474129938, y: 0.8446917476037712
x: 1.034879563610475, y: 0.8462867442696602
x: 1.0360814207097209, y: 0.8478816625095422
x: 1.0372832187107315, y: 0.8494765023234171
x: 1.038484957613507, y: 0.8510712637112849
x: 1.039686637418047, y: 0.8526659466731457
x: 1.0408882581243517, y: 0.8542605512089992
x: 1.0420898197324213, y: 0.8558550773188458
x: 1.0432913222422555, y: 0.8574495250026852
x: 1.0444927656538545, y: 0.8590438942605176
x: 1.0456941499672183, y: 0.8606381850923429
x: 1.0468954751823467, y: 0.8622323974981612
x: 1.04809674129924, y: 0.8638265314779723
x: 1.0492979483178977, y: 0.8654205870317763
x: 1.0504990962383203, y: 0.8670145641595732
x: 1.0517001850605077, y: 0.8686084628613631
x: 1.0529012147844596, y: 0.8702022831371459
x: 1.0541021854101764, y: 0.8717960249869215
x: 1.055303096937658, y: 0.8733896884106901
x: 1.0565039493669042, y: 0.8749832734084516
x: 1.0577047426979151, y: 0.876576779980206
x: 1.058905476930691, y: 0.8781702081259534
x: 1.0601061520652313, y: 0.8797635578456936
x: 1.0613067681015365, y: 0.8813568291394268
x: 1.0625073250396064, y: 0.8829500220071529
x: 1.063707822879441, y: 0.8845431364488718
x: 1.0649082616210404, y: 0.8861361724645838
x: 1.0661086412644043, y: 0.8877291300542886
x: 1.067308961809533, y: 0.8893220092179863
x: 1.0685092232564266, y: 0.890914809955677
x: 1.0697094256050848, y: 0.8925075322673605
x: 1.0709095688555077, y: 0.8941001761530369
x: 1.0721096530076955, y: 0.8956927416127063
x: 1.0733096780616478, y: 0.8972852286463686
x: 1.074509644017365, y: 0.8988776372540238
x: 1.0757095508748469, y: 0.900469967435672
x: 1.0769093986340934, y: 0.902062219191313
x: 1.0781091872951047, y: 0.9036543925209469
x: 1.0793089168578809, y: 0.9052464874245738
x: 1.0805085873224216, y: 0.9068385039021936
x: 1.0817081986887271, y: 0.9084304419538063
x: 1.0829077509567973, y: 0.9100223015794119
x: 1.0841072441266322, y: 0.9116140827790103
x: 1.085306678198232, y: 0.9132057855526018
x: 1.0865060531715962, y: 0.9147974099001861
x: 1.0877053690467253, y: 0.9163889558217634
x: 1.0889046258236192, y: 0.9179804233173335
x: 1.0901038235022777, y: 0.9195718123868967
x: 1.091302962082701, y: 0.9211631230304527
x: 1.0925020415648892, y: 0.9227543552480015
x: 1.0937010619488419, y: 0.9243455090395434
x: 1.0949000232345594, y: 0.9259365844050781
x: 1.0960989254220417, y: 0.9275275813446058
x: 1.0972977685112886, y: 0.9291184998581263
x: 1.0984965525023003, y: 0.9307093399456398
x: 1.0996952773950768, y: 0.9323001016071462
x: 1.1008939431896179, y: 0.9338907848426454
x: 1.1020925498859238, y: 0.9354813896521377
x: 1.1032910974839942, y: 0.9370719160356228
x: 1.1044895859838295, y: 0.9386623639931009
x: 1.1056880153854296, y: 0.9402527335245718
