x: 1, y: 0.8
x: 1.0012033345551277, y: 0.8015968788900592
x: 1.0024063736190791, y: 0.8031933656500829
x: 1.0036091171918542, y: 0.8047894602800713
x: 1.0048115652734528, y: 0.8063851627800241
x: 1.006013717863875, y: 0.8079804731499416
x: 1.0072155749631209, y: 0.8095753913898236
x: 1.0084171365711905, y: 0.8111699174996702
x: 1.0096184026880837, y: 0.8127640514794813
x: 1.0108193733138005, y: 0.814357793329257
x: 1.0120200484483408, y: 0.8159511430489972
x: 1.0132204280917048, y: 0.817544100638702
x: 1.0144205122438925, y: 0.8191366660983713
x: 1.0156203009049038, y: 0.8207288394280052
x: 1.0168197940747388, y: 0.8223206206276038
x: 1.0180189917533973, y: 0.8239120096971669
x: 1.0192178939408796, y: 0.8255030066366946
x: 1.0204165006371855, y: 0.8270936114461869
x: 1.021614811842315, y: 0.8286838241256437
x: 1.022812827556268, y: 0.830273644675065
x: 1.0240105477790447, y: 0.831863073094451
x: 1.025207972510645, y: 0.8334521093838014
x: 1.0264051017510691, y: 0.8350407535431165
x: 1.0276019355003168, y: 0.8366290055723961
x: 1.028798473758388, y: 0.8382168654716402
x: 1.029994716525283, y: 0.8398043332408489
x: 1.0311906638010016, y: 0.8413914088800223
x: 1.0323863155855437, y: 0.8429780923891602
x: 1.0335816718789095, y: 0.8445643837682627
x: 1.0347767326810988, y: 0.8461502830173298
x: 1.035971497992112, y: 0.8477357901363614
x: 1.0371659678119487, y: 0.8493209051253575
x: 1.038360142140609, y: 0.8509056279843182
x: 1.039554020978093, y: 0.8524899587132435
x: 1.0407476043244006, y: 0.8540738973121333
x: 1.041940892179532, y: 0.8556574437809877
x: 1.0431338845434868, y: 0.8572405981198067
x: 1.0443265814162652, y: 0.8588233603285902
x: 1.0455189827978673, y: 0.8604057304073384
x: 1.046711088688293, y: 0.8619877083560511
x: 1.0479028990875425, y: 0.8635692941747284
x: 1.0490944139956155, y: 0.8651504878633702
x: 1.0502856334125121, y: 0.8667312894219766
x: 1.0514765573382323, y: 0.8683116988505476
x: 1.0526671857727763, y: 0.8698917161490831
x: 1.0538575187161439, y: 0.8714713413175832
x: 1.055047556168335, y: 0.8730505743560478
x: 1.0562372981293497, y: 0.874629415264477
x: 1.0574267445991883, y: 0.8762078640428708
x: 1.0586158955778504, y: 0.8777859206912291
x: 1.0598047510653361, y: 0.879363585209552
x: 1.0609933110616454, y: 0.8809408575978396
x: 1.0621815755667783, y: 0.8825177378560917
x: 1.063369544580735, y: 0.8840942259843083
x: 1.0645572181035152, y: 0.8856703219824895
x: 1.065744596135119, y: 0.8872460258506353
x: 1.0669316786755465, y: 0.8888213375887456
x: 1.0681184657247977, y: 0.8903962571968205
x: 1.0693049572828726, y: 0.8919707846748599
x: 1.070491153349771, y: 0.8935449200228639
x: 1.071677053925493, y: 0.8951186632408324
x: 1.0728626590100385, y: 0.8966920143287656
x: 1.074047968603408, y: 0.8982649732866633
x: 1.0752329827056009, y: 0.8998375401145257
x: 1.0764177013166174, y: 0.9014097148123525
x: 1.0776021244364575, y: 0.902981497380144
x: 1.0787862520651215, y: 0.9045528878179
x: 1.079970084202609, y: 0.9061238861256206
x: 1.08115362084892, y: 0.9076944923033057
x: 1.0823368620040548, y: 0.9092647063509554
x: 1.083519807668013, y: 0.9108345282685696
x: 1.084702457840795, y: 0.9124039580561484
x: 1.0858848125224008, y: 0.9139729957136917
x: 1.08706687171283, y: 0.9155416412411996
x: 1.0882486354120828, y: 0.9171098946386722
x: 1.0894301036201592, y: 0.9186777559061093
x: 1.0906112763370595, y: 0.920245225043511
x: 1.0917921535627833, y: 0.9218123020508773
x: 1.0929727352973306, y: 0.9233789869282081
x: 1.0941530215407016, y: 0.9249452796755034
x: 1.0953330122928964, y: 0.9265111802927634
x: 1.0965127075539147, y: 0.9280766887799878
x: 1.0976921073237567, y: 0.9296418051371769
x: 1.0988712116024222, y: 0.9312065293643305
x: 1.1000500203899113, y: 0.9327708614614486
x: 1.1012285336862242, y: 0.9343348014285313
x: 1.1024067514913607, y: 0.9358983492655787
x: 1.1035846738053208, y: 0.9374615049725906
x: 1.1047623006281044, y: 0.9390242685495671
x: 1.105939631959712, y: 0.9405866399965082
x: 1.107116667800143, y: 0.9421486193134138
x: 1.1082934081493976, y: 0.9437102065002839
x: 1.1094698530074758, y: 0.9452714015571186
x: 1.1106460023743776, y: 0.9468322044839179
x: 1.1118218562501032, y: 0.9483926152806818
x: 1.1129974146346524, y: 0.9499526339474101
x: 1.1141726775280252, y: 0.9515122604841031
x: 1.1153476449302215, y: 0.9530714948907606
x: 1.1165223168412417, y: 0.9546303371673828
x: 1.1176966932610854, y: 0.9561887873139695
x: 1.1188707741897528, y: 0.9577468453305208
x: 1.1200445596272437, y: 0.9593045112170366
x: 1.1212180495735582, y: 0.960861784973517
x: 1.1223912440286965, y: 0.962418666599962
x: 1.1235641429926584, y: 0.9639751560963715
x: 1.1247367464654439, y: 0.9655312534627456
x: 1.125909054447053, y: 0.9670869586990842
x: 1.1270810669374856, y: 0.9686422718053874
x: 1.128252783936742, y: 0.9701971927816552
x: 1.129424205444822, y: 0.9717517216278875
x: 1.1305953314617256, y: 0.9733058583440845
x: 1.1317661619874528, y: 0.974859602930246
x: 1.1329366970220038, y: 0.9764129553863721
x: 1.1341069365653784, y: 0.9779659157124627
x: 1.1352768806175766, y: 0.9795184839085179
x: 1.1364465291785983, y: 0.9810706599745377
x: 1.1376158822484437, y: 0.982622443910522
x: 1.1387849398271128, y: 0.9841738357164709
x: 1.1399537019146055, y: 0.9857248353923843
x: 1.1411221685109219, y: 0.9872754429382623
x: 1.1422903396160617, y: 0.9888256583541049
x: 1.1434582152300254, y: 0.990375481639912
x: 1.1446257953528127, y: 0.9919249127956837
x: 1.1457930799844236, y: 0.9934739518214201
x: 1.146960069124858, y: 0.995022598717121
x: 1.148126762774116, y: 0.9965708534827864
x: 1.149293160932198, y: 0.9981187161184164
x: 1.1504592635991033, y: 0.999666186624011
x: 1.1516250707748323, y: 1.0012132649995702
x: 1.152790582459385, y: 1.002759951245094
x: 1.1539557986527613, y: 1.0043062453605822
x: 1.1551207193549613, y: 1.0058521473460351
x: 1.1562853445659849, y: 1.0073976572014525
x: 1.157449674285832, y: 1.0089427749268345
x: 1.1586137085145027, y: 1.010487500522181
x: 1.1597774472519973, y: 1.012031833987492
x: 1.1609408904983154, y: 1.0135757753227677
x: 1.162104038253457, y: 1.015119324528008
x: 1.1632668905174224, y: 1.0166624816032126
x: 1.1644294472902115, y: 1.018205246548382
x: 1.1655917085718241, y: 1.019747619363516
x: 1.1667536743622604, y: 1.0212896000486145
x: 1.1679153446615202, y: 1.0228311886036776
x: 1.1690767194696037, y: 1.0243723850287052
x: 1.170237798786511, y: 1.0259131893236975
x: 1.1713985826122417, y: 1.0274536014886542
x: 1.1725590709467961, y: 1.0289936215235755
x: 1.173719263790174, y: 1.0305332494284614
x: 1.1748791611423757, y: 1.0320724852033119
x: 1.176038763003401, y: 1.0336113288481268
x: 1.17719806937325, y: 1.0351497803629064
x: 1.1783570802519225, y: 1.0366878397476507
