x: 1, y: 0.8
x: 0.9983827604659385, y: 0.7988250067005328
x: 0.9967663153865656, y: 0.7976505906061834
x: 0.9951506647618811, y: 0.7964767517169516
x: 0.9935358085918851, y: 0.7953034900328377
x: 0.9919217468765775, y: 0.7941308055538415
x: 0.9903084796159585, y: 0.7929586982799631
x: 0.9886960068100279, y: 0.7917871682112024
x: 0.9870843284587858, y: 0.7906162153475595
x: 0.9854734445622322, y: 0.7894458396890344
x: 0.983863355120367, y: 0.7882760412356269
x: 0.9822540601331904, y: 0.7871068199873372
x: 0.9806455596007022, y: 0.7859381759441653
x: 0.9790378535229025, y: 0.7847701091061111
x: 0.9774309418997913, y: 0.7836026194731747
x: 0.9758248247313686, y: 0.782435707045356
x: 0.9742195020176343, y: 0.7812693718226551
x: 0.9726149737585885, y: 0.7801036138050719
x: 0.9710112399542312, y: 0.7789384329926065
x: 0.9694083006045624, y: 0.7777738293852587
x: 0.9678061557095821, y: 0.7766098029830288
x: 0.9662048052692902, y: 0.7754463537859166
x: 0.9646042492836868, y: 0.7742834817939223
x: 0.9630044877527719, y: 0.7731211870070456
x: 0.9614055206765455, y: 0.7719594694252867
x: 0.9598073480550076, y: 0.7707983290486455
x: 0.9582099698881581, y: 0.7696377658771221
x: 0.956613386175997, y: 0.7684777799107164
x: 0.9550175969185244, y: 0.7673183711494285
x: 0.9534226021157403, y: 0.7661595395932583
x: 0.9518284017676446, y: 0.7650012852422059
x: 0.9502349958742374, y: 0.7638436080962713
x: 0.9486423844355187, y: 0.7626865081554544
x: 0.9470505674514885, y: 0.7615299854197553
x: 0.9454595449221468, y: 0.7603740398891738
x: 0.9438693168474935, y: 0.7592186715637101
x: 0.9422798832275288, y: 0.7580638804433643
x: 0.9406912440622525, y: 0.7569096665281361
x: 0.9391033993516646, y: 0.7557560298180257
x: 0.9375163490957653, y: 0.754602970313033
x: 0.9359300932945545, y: 0.7534504880131582
x: 0.9343446319480321, y: 0.752298582918401
x: 0.9327599650561982, y: 0.7511472550287617
x: 0.9311760926190528, y: 0.74999650434424
x: 0.9295930146365958, y: 0.7488463308648361
x: 0.9280107311088274, y: 0.74769673459055
x: 0.9264292420357474, y: 0.7465477155213815
x: 0.9248485474173559, y: 0.7453992736573309
x: 0.9232686472536529, y: 0.744251408998398
x: 0.9216895415446383, y: 0.7431041215445829
x: 0.9201112302903123, y: 0.7419574112958855
x: 0.9185337134906747, y: 0.740811278252306
x: 0.9169569911457256, y: 0.7396657224138441
x: 0.915381063255465, y: 0.7385207437804999
x: 0.9138059298198928, y: 0.7373763423522736
x: 0.9122315908390092, y: 0.7362325181291649
x: 0.910658046312814, y: 0.7350892711111741
x: 0.9090852962413073, y: 0.7339466012983009
x: 0.907513340624489, y: 0.7328045086905456
x: 0.9059421794623591, y: 0.731662993287908
x: 0.9043718127549177, y: 0.7305220550903881
x: 0.9028022405021648, y: 0.729381694097986
x: 0.9012334627041004, y: 0.7282419103107016
x: 0.8996654793607245, y: 0.727102703728535
x: 0.898098290472037, y: 0.7259640743514861
x: 0.8965318960380381, y: 0.724826022179555
x: 0.8949662960587276, y: 0.7236885472127417
x: 0.8934014905341056, y: 0.7225516494510461
x: 0.891837479464172, y: 0.7214153288944682
x: 0.890274262848927, y: 0.7202795855430081
x: 0.8887118406883704, y: 0.7191444193966657
x: 0.8871502129825023, y: 0.7180098304554411
x: 0.8855893797313227, y: 0.7168758187193343
x: 0.8840293409348315, y: 0.7157423841883451
x: 0.8824700965930289, y: 0.7146095268624738
x: 0.8809116467059147, y: 0.7134772467417202
x: 0.879353991273489, y: 0.7123455438260844
x: 0.8777971302957518, y: 0.7112144181155663
x: 0.876241063772703, y: 0.7100838696101659
x: 0.8746857917043428, y: 0.7089538983098833
x: 0.873131314090671, y: 0.7078245042147184
x: 0.8715776309316877, y: 0.7066956873246714
x: 0.8700247422273929, y: 0.705567447639742
x: 0.8684726479777866, y: 0.7044397851599304
x: 0.8669213481828687, y: 0.7033126998852366
x: 0.8653708428426393, y: 0.7021861918156606
x: 0.8638211319570984, y: 0.7010602609512022
x: 0.862272215526246, y: 0.6999349072918616
x: 0.8607240935500821, y: 0.6988101308376388
x: 0.8591767660286066, y: 0.6976859315885336
x: 0.8576302329618195, y: 0.6965623095445463
x: 0.8560844943497209, y: 0.6954392647056767
x: 0.8545395501923108, y: 0.694316797071925
x: 0.8529954004895891, y: 0.6931949066432909
x: 0.8514520452415559, y: 0.6920735934197746
x: 0.8499094844482112, y: 0.690952857401376
x: 0.848367718109555, y: 0.6898326985880952
x: 0.8468267462255873, y: 0.6887131169799321
x: 0.845286568796308, y: 0.6875941125768867
x: 0.8437471858217173, y: 0.6864756853789592
x: 0.842208597301815, y: 0.6853578353861494
x: 0.8406708032366011, y: 0.6842405625984573
x: 0.8391338036260758, y: 0.683123867015883
x: 0.837597598470239, y: 0.6820077486384265
x: 0.8360621877690906, y: 0.6808922074660877
x: 0.8345275715226307, y: 0.6797772434988666
x: 0.8329937497308593, y: 0.6786628567367633
x: 0.8314607223937763, y: 0.6775490471797777
x: 0.8299284895113819, y: 0.6764358148279099
x: 0.8283970510836759, y: 0.6753231596811599
x: 0.8268664071106584, y: 0.6742110817395276
x: 0.8253365575923294, y: 0.673099581003013
x: 0.8238075025286888, y: 0.6719886574716162
x: 0.8222792419197368, y: 0.6708783111453371
x: 0.8207517757654732, y: 0.6697685420241758
x: 0.8192251040658981, y: 0.6686593501081323
x: 0.8176992268210115, y: 0.6675507353972064
x: 0.8161741440308133, y: 0.6664426978913984
x: 0.8146498556953037, y: 0.6653352375907081
x: 0.8131263618144825, y: 0.6642283544951356
x: 0.8116036623883498, y: 0.6631220486046808
x: 0.8100817574169055, y: 0.6620163199193437
