x: 1, y: 0.8
x: 0.998109427098422, y: 0.7993490235450496
x: 0.9962193184464646, y: 0.7986982069440629
x: 0.9943296740441279, y: 0.7980475501970401
x: 0.9924404938914118, y: 0.7973970533039811
x: 0.9905517779883162, y: 0.796746716264886
x: 0.9886635263348412, y: 0.7960965390797548
x: 0.9867757389309869, y: 0.7954465217485873
x: 0.9848884157767532, y: 0.7947966642713837
x: 0.9830015568721402, y: 0.794146966648144
x: 0.9811151622171478, y: 0.7934974288788681
x: 0.979229231811776, y: 0.792848050963556
x: 0.9773437656560248, y: 0.7921988329022078
x: 0.9754587637498942, y: 0.7915497746948235
x: 0.9735742260933842, y: 0.7909008763414029
x: 0.9716901526864948, y: 0.7902521378419461
x: 0.9698065435292261, y: 0.7896035591964532
x: 0.9679233986215781, y: 0.7889551404049241
x: 0.9660407179635506, y: 0.7883068814673588
x: 0.9641585015551437, y: 0.7876587823837574
x: 0.9622767493963574, y: 0.7870108431541198
x: 0.9603954614871918, y: 0.7863630637784461
x: 0.9585146378276468, y: 0.7857154442567362
x: 0.9566342784177224, y: 0.7850679845889902
x: 0.9547543832574187, y: 0.784420684775208
x: 0.9528749523467356, y: 0.7837735448153896
x: 0.950995985685673, y: 0.7831265647095351
x: 0.9491174832742311, y: 0.7824797444576445
x: 0.9472394451124098, y: 0.7818330840597176
x: 0.9453618712002091, y: 0.7811865835157547
x: 0.9434847615376291, y: 0.7805402428257555
x: 0.9416081161246697, y: 0.7798940619897202
x: 0.9397319349613309, y: 0.7792480410076488
x: 0.9378562180476127, y: 0.7786021798795412
x: 0.935980965383515, y: 0.7779564786053974
x: 0.9341061769690381, y: 0.7773109371852175
x: 0.9322318528041817, y: 0.7766655556190014
x: 0.930357992888946, y: 0.7760203339067491
x: 0.928484597223331, y: 0.7753752720484606
x: 0.9266116658073366, y: 0.7747303700441359
x: 0.9247391986409627, y: 0.7740856278937751
x: 0.9228671957242094, y: 0.7734410455973781
x: 0.9209956570570768, y: 0.772796623154945
x: 0.9191245826395648, y: 0.7721523605664757
x: 0.9172539724716734, y: 0.7715082578319703
x: 0.9153838265534027, y: 0.7708643149514287
x: 0.9135141448847526, y: 0.770220531924851
x: 0.911644927465723, y: 0.769576908752237
x: 0.9097761742963141, y: 0.768933445433587
x: 0.9079078853765258, y: 0.7682901419689008
x: 0.9060400607063581, y: 0.7676469983581784
x: 0.9041727002858111, y: 0.7670040146014199
x: 0.9023058041148847, y: 0.7663611906986252
x: 0.900439372193579, y: 0.7657185266497943
x: 0.8985734045218937, y: 0.7650760224549273
x: 0.8967079010998291, y: 0.7644336781140242
x: 0.8948428619273852, y: 0.7637914936270849
x: 0.8929782870045618, y: 0.7631494689941094
x: 0.8911141763313591, y: 0.7625076042150977
x: 0.8892505299077771, y: 0.7618658992900498
x: 0.8873873477338157, y: 0.7612243542189657
x: 0.8855246298094748, y: 0.7605829690018455
x: 0.8836623761347545, y: 0.7599417436386892
x: 0.8818005867096549, y: 0.7593006781294966
x: 0.8799392615341759, y: 0.758659772474268
x: 0.8780784006083175, y: 0.7580190266730031
x: 0.8762180039320798, y: 0.7573784407257022
x: 0.8743580715054626, y: 0.756738014632365
x: 0.8724986033284661, y: 0.7560977483929917
x: 0.8706395994010901, y: 0.7554576420075823
x: 0.8687810597233349, y: 0.7548176954761366
x: 0.8669229842952002, y: 0.7541779087986549
x: 0.8650653731166862, y: 0.753538281975137
x: 0.8632082261877928, y: 0.7528988150055829
x: 0.86135154350852, y: 0.7522595078899926
x: 0.8594953250788677, y: 0.7516203606283662
x: 0.8576395708988361, y: 0.7509813732207037
x: 0.8557842809684252, y: 0.750342545667005
x: 0.8539294552876349, y: 0.7497038779672701
x: 0.8520750938564652, y: 0.749065370121499
x: 0.8502211966749161, y: 0.7484270221296917
x: 0.8483677637429876, y: 0.7477888339918483
x: 0.8465147950606797, y: 0.7471508057079687
x: 0.8446622906279925, y: 0.7465129372780529
x: 0.8428102504449259, y: 0.745875228702101
x: 0.8409586745114799, y: 0.7452376799801129
x: 0.8391075628276545, y: 0.7446002911120887
x: 0.8372569153934498, y: 0.7439630620980283
x: 0.8354067322088656, y: 0.7433259929379318
x: 0.8335570132739021, y: 0.7426890836317991
x: 0.8317077585885592, y: 0.7420523341796302
x: 0.8298589681528369, y: 0.7414157445814252
x: 0.8280106419667352, y: 0.7407793148371841
x: 0.8261627800302542, y: 0.7401430449469067
x: 0.8243153823433939, y: 0.7395069349105933
x: 0.822468448906154, y: 0.7388709847282436
