x: 1, y: 0.8
x: 0.9981215375365818, y: 0.7993162955771295
x: 0.9962439978513172, y: 0.7986329270180397
x: 0.9943673809442063, y: 0.7979498943227306
x: 0.9924916868152489, y: 0.7972671974912022
x: 0.9906169154644452, y: 0.7965848365234546
x: 0.988743066891795, y: 0.7959028114194877
x: 0.9868701410972985, y: 0.7952211221793016
x: 0.9849981380809556, y: 0.7945397688028962
x: 0.9831270578427663, y: 0.7938587512902716
x: 0.9812569003827306, y: 0.7931780696414278
x: 0.9793876657008486, y: 0.7924977238563646
x: 0.9775193537971201, y: 0.7918177139350823
x: 0.9756519646715452, y: 0.7911380398775806
x: 0.973785498324124, y: 0.7904587016838597
x: 0.9719199547548564, y: 0.7897796993539196
x: 0.9700553339637423, y: 0.7891010328877601
x: 0.968191635950782, y: 0.7884227022853815
x: 0.9663288607159751, y: 0.7877447075467836
x: 0.964467008259322, y: 0.7870670486719664
x: 0.9626060785808224, y: 0.78638972566093
x: 0.9607460716804764, y: 0.7857127385136743
x: 0.958886987558284, y: 0.7850360872301994
x: 0.9570288262142453, y: 0.7843597718105052
x: 0.9551715876483602, y: 0.7836837922545917
x: 0.9533152718606287, y: 0.783008148562459
x: 0.9514598788510508, y: 0.7823328407341071
x: 0.9496054086196265, y: 0.7816578687695359
x: 0.9477518611663558, y: 0.7809832326687455
x: 0.9458992364912387, y: 0.7803089324317357
x: 0.9440475345942753, y: 0.7796349680585067
x: 0.9421967554754654, y: 0.7789613395490586
x: 0.9403468991348092, y: 0.778288046903391
x: 0.9384979655723066, y: 0.7776150901215043
x: 0.9366499547879575, y: 0.7769424692033984
x: 0.9348028667817622, y: 0.7762701841490731
x: 0.9329567015537203, y: 0.7755982349585286
x: 0.9311114591038322, y: 0.7749266216317648
x: 0.9292671394320976, y: 0.7742553441687818
x: 0.9274237425385167, y: 0.7735844025695796
x: 0.9255812684230893, y: 0.7729137968341581
x: 0.9237397170858156, y: 0.7722435269625173
x: 0.9218990885266954, y: 0.7715735929546573
x: 0.920059382745729, y: 0.770903994810578
x: 0.918220599742916, y: 0.7702347325302795
x: 0.9163827395182568, y: 0.7695658061137618
x: 0.9145458020717511, y: 0.7688972155610247
x: 0.912709787403399, y: 0.7682289608720685
x: 0.9108746955132005, y: 0.7675610420468929
x: 0.9090405264011557, y: 0.7668934590854981
x: 0.9072072800672645, y: 0.7662262119878841
x: 0.9053749565115269, y: 0.7655593007540508
x: 0.9035435557339428, y: 0.7648927253839982
x: 0.9017130777345125, y: 0.7642264858777265
x: 0.8998835225132357, y: 0.7635605822352354
x: 0.8980548900701125, y: 0.7628950144565251
x: 0.8962271804051429, y: 0.7622297825415955
x: 0.894400393518327, y: 0.7615648864904466
x: 0.8925745294096646, y: 0.7609003263030786
x: 0.8907495880791559, y: 0.7602361019794912
x: 0.8889255695268008, y: 0.7595722135196846
x: 0.8871024737525993, y: 0.7589086609236588
x: 0.8852803007565514, y: 0.7582454441914137
x: 0.8834590505386571, y: 0.7575825633229494
x: 0.8816387230989164, y: 0.7569200183182657
x: 0.8798193184373294, y: 0.7562578091773628
x: 0.8780008365538959, y: 0.7555959359002408
x: 0.8761832774486161, y: 0.7549343984868994
x: 0.8743666411214899, y: 0.7542731969373387
x: 0.8725509275725173, y: 0.7536123312515589
x: 0.8707361368016983, y: 0.7529518014295598
x: 0.8689222688090329, y: 0.7522916074713414
x: 0.8671093235945211, y: 0.7516317493769037
x: 0.865297301158163, y: 0.7509722271462468
x: 0.8634862014999584, y: 0.7503130407793707
x: 0.8616760246199074, y: 0.7496541902762752
x: 0.8598667705180101, y: 0.7489956756369606
x: 0.8580584391942664, y: 0.7483374968614267
x: 0.8562510306486762, y: 0.7476796539496735
x: 0.8544445448812398, y: 0.7470221469017011
x: 0.8526389818919569, y: 0.7463649757175095
x: 0.8508343416808276, y: 0.7457081403970985
x: 0.8490306242478519, y: 0.7450516409404684
x: 0.8472278295930299, y: 0.7443954773476189
x: 0.8454259577163614, y: 0.7437396496185502
x: 0.8436250086178466, y: 0.7430841577532623
x: 0.8418249822974854, y: 0.7424290017517551
x: 0.8400258787552778, y: 0.7417741816140286
x: 0.8382276979912238, y: 0.741119697340083
x: 0.8364304400053234, y: 0.740465548929918
x: 0.8346341047975766, y: 0.7398117363835338
x: 0.8328386923679835, y: 0.7391582597009303
x: 0.8310442027165439, y: 0.7385051188821076
x: 0.829250635843258, y: 0.7378523139270656
x: 0.8274579917481256, y: 0.7371998448358044
x: 0.8256662704311469, y: 0.7365477116083239
x: 0.8238754718923218, y: 0.7358959142446242
x: 0.8220855961316503, y: 0.7352444527447052
x: 0.8202966431491325, y: 0.734593327108567
x: 0.8185086129447683, y: 0.7339425373362094
x: 0.8167215055185577, y: 0.7332920834276326
x: 0.8149353208705007, y: 0.7326419653828367
x: 0.8131500590005973, y: 0.7319921832018214
x: 0.8113657199088475, y: 0.7313427368845868
x: 0.8095823035952514, y: 0.7306936264311331
x: 0.8077998100598088, y: 0.7300448518414601
x: 0.8060182393025199, y: 0.7293964131155678
x: 0.8042375913233846, y: 0.7287483102534562
x: 0.8024578661224029, y: 0.7281005432551254
x: 0.8006790636995748, y: 0.7274531121205754
x: 0.7989011840549003, y: 0.7268060168498061
x: 0.7971242271883794, y: 0.7261592574428175
x: 0.7953481931000121, y: 0.7255128338996097
x: 0.7935730817897985, y: 0.7248667462201827
x: 0.7917988932577384, y: 0.7242209944045364
x: 0.790025627503832, y: 0.7235755784526707
x: 0.7882532845280792, y: 0.7229304983645859
x: 0.78648186433048, y: 0.7222857541402818
x: 0.7847113669110344, y: 0.7216413457797585
x: 0.7829417922697424, y: 0.7209972732830159
x: 0.781173140406604, y: 0.7203535366500541
x: 0.7794054113216192, y: 0.719710135880873
x: 0.7776386050147881, y: 0.7190670709754726
x: 0.7758727214861105, y: 0.7184243419338531
x: 0.7741077607355866, y: 0.7177819487560142
x: 0.7723437227632163, y: 0.7171398914419561
x: 0.7705806075689996, y: 0.7164981699916787
x: 0.7688184151529365, y: 0.7158567844051821
x: 0.767057145515027, y: 0.7152157346824662
x: 0.7652967986552711, y: 0.7145750208235311
x: 0.7635373745736689, y: 0.7139346428283767
x: 0.7617788732702202, y: 0.7132946006970031
x: 0.7600212947449252, y: 0.7126548944294102
x: 0.7582646389977837, y: 0.7120155240255981
x: 0.756508906028796, y: 0.7113764894855666
x: 0.7547540958379617, y: 0.710737790809316
x: 0.7530002084252811, y: 0.7100994279968461
x: 0.7512472437907541, y: 0.7094614010481569
x: 0.7494952019343808, y: 0.7088237099632485
x: 0.747744082856161, y: 0.7081863547421209
x: 0.7459938865560949, y: 0.7075493353847739
x: 0.7442446130341823, y: 0.7069126518912078
x: 0.7424962622904234, y: 0.7062763042614223
x: 0.7407488343248181, y: 0.7056402924954176
x: 0.7390023291373664, y: 0.7050046165931937
x: 0.7372567467280683, y: 0.7043692765547505
x: 0.7355120870969238, y: 0.703734272380088
x: 0.7337683502439329, y: 0.7030996040692064
x: 0.7320255361690957, y: 0.7024652716221054
x: 0.730283644872412, y: 0.7018312750387852
x: 0.728542676353882, y: 0.7011976143192457
x: 0.7268026306135056, y: 0.7005642894634869
x: 0.7250635076512828, y: 0.699931300471509
x: 0.7233253074672136, y: 0.6992986473433117
x: 0.721588030061298, y: 0.6986663300788952
x: 0.719851675433536, y: 0.6980343486782595
x: 0.7181162435839277, y: 0.6974027031414045
x: 0.7163817345124729, y: 0.6967713934683303
x: 0.7146481482191718, y: 0.6961404196590367
x: 0.7129154847040242, y: 0.695509781713524
x: 0.7111837439670303, y: 0.694879479631792
x: 0.70945292600819, y: 0.6942495134138407
x: 0.7077230308275033, y: 0.6936198830596702
x: 0.7059940584249702, y: 0.6929905885692804
x: 0.7042660088005908, y: 0.6923616299426714
x: 0.7025388819543649, y: 0.6917330071798431
x: 0.7008126778862926, y: 0.6911047202807956
x: 0.699087396596374, y: 0.6904767692455288
x: 0.697363038084609, y: 0.6898491540740428
x: 0.6956396023509975, y: 0.6892218747663375
x: 0.6939170893955398, y: 0.6885949313224129
x: 0.6921954992182355, y: 0.6879683237422691
x: 0.690474831819085, y: 0.687342052025906
x: 0.688755087198088, y: 0.6867161161733237
x: 0.6870362653552446, y: 0.6860905161845222
x: 0.6853183662905549, y: 0.6854652520595014
x: 0.6836013900040188, y: 0.6848403237982613
x: 0.6818853364956362, y: 0.6842157314008019
x: 0.6801702057654073, y: 0.6835914748671233
x: 0.678455997813332, y: 0.6829675541972255
x: 0.6767427126394103, y: 0.6823439693911084
x: 0.6750303502436422, y: 0.6817207204487721
x: 0.6733189106260278, y: 0.6810978073702165
x: 0.6716083937865669, y: 0.6804752301554416
x: 0.6698987997252597, y: 0.6798529888044476
x: 0.668190128442106, y: 0.6792310833172341
x: 0.666482379937106, y: 0.6786095136938015
x: 0.6647755542102596, y: 0.6779882799341497
x: 0.6630696512615668, y: 0.6773673820382785
x: 0.6613646710910276, y: 0.6767468200061881
x: 0.659660613698642, y: 0.6761265938378785
x: 0.65795747908441, y: 0.6755067035333496
