x: 1, y: 0.8
x: 1.0012030390639513, y: 0.7984035132399763
x: 1.00240548714555, y: 0.7968078107400234
x: 1.0036073442447957, y: 0.7952128925001414
x: 1.004808610361689, y: 0.7936187585203303
x: 1.0060092854962293, y: 0.79202540880059
x: 1.007209369648417, y: 0.7904328433409207
x: 1.008408862818252, y: 0.7888410621413221
x: 1.0096077650057342, y: 0.7872500652017944
x: 1.0108060762108637, y: 0.7856598525223376
x: 1.0120037964336404, y: 0.7840704241029517
x: 1.0132009256740644, y: 0.7824817799436367
x: 1.0143974639321356, y: 0.7808939200443925
x: 1.0155934112078542, y: 0.7793068444052191
x: 1.01678876750122, y: 0.7777205530261166
x: 1.017983532812233, y: 0.776135045907085
x: 1.0191777071408934, y: 0.7745503230481243
x: 1.020371290487201, y: 0.7729663844492345
x: 1.021564282851156, y: 0.7713832301104155
x: 1.022756684232758, y: 0.7698008600316674
x: 1.0239484946320074, y: 0.7682192742129901
x: 1.025139714048904, y: 0.7666384726543837
x: 1.026330342483448, y: 0.7650584553558482
x: 1.0275203799356392, y: 0.7634792223173835
x: 1.0287098264054777, y: 0.7619007735389898
x: 1.0298986818929634, y: 0.7603231090206668
x: 1.0310869463980963, y: 0.7587462287624147
x: 1.0322746199208765, y: 0.7571701327642335
x: 1.033461702461304, y: 0.7555948210261232
x: 1.0346481940193788, y: 0.7540202935480838
x: 1.0358340945951008, y: 0.7524465503301152
x: 1.0370194041884702, y: 0.7508735913722174
x: 1.0382041227994867, y: 0.7493014166743905
x: 1.0393882504281506, y: 0.7477300262366345
x: 1.0405717870744617, y: 0.7461594200589494
x: 1.04175473273842, y: 0.7445895981413352
x: 1.0429370874200257, y: 0.7430205604837918
x: 1.0441188511192785, y: 0.7414523070863193
x: 1.0453000238361787, y: 0.7398848379489176
x: 1.046480605570726, y: 0.7383181530715868
x: 1.0476605963229209, y: 0.7367522524543269
x: 1.0488399960927628, y: 0.7351871360971378
x: 1.050018804880252, y: 0.7336228040000197
x: 1.0511970226853884, y: 0.7320592561629723
x: 1.052374649508172, y: 0.7304964925859958
x: 1.053551685348603, y: 0.7289345132690902
x: 1.0547281302066813, y: 0.7273733182122555
x: 1.055903984082407, y: 0.7258129074154916
x: 1.0570792469757797, y: 0.7242532808787987
x: 1.0582539188867999, y: 0.7226944386021765
x: 1.0594279998154672, y: 0.7211363805856252
x: 1.0606014897617817, y: 0.7195791068291448
x: 1.0617743887257436, y: 0.7180226173327353
x: 1.0629466967073526, y: 0.7164669120963967
x: 1.064118413706609, y: 0.7149119911201289
x: 1.0652895397235127, y: 0.713357854403932
x: 1.0664600747580637, y: 0.7118045019478059
x: 1.0676300188102619, y: 0.7102519337517507
x: 1.0687993718801074, y: 0.7087001498157663
x: 1.0699681339676002, y: 0.7071491501398529
x: 1.07113630507274, y: 0.7055989347240104
x: 1.0723038851955273, y: 0.7040495035682386
x: 1.0734708743359618, y: 0.7025008566725377
x: 1.0746372724940436, y: 0.7009529940369077
x: 1.0758030796697726, y: 0.6994059156613486
x: 1.076968295863149, y: 0.6978596215458603
x: 1.0781329210741726, y: 0.696314111690443
x: 1.0792969553028433, y: 0.6947693860950964
x: 1.0804603985491614, y: 0.6932254447598207
x: 1.0816232508131267, y: 0.6916822876846159
x: 1.0827855120947394, y: 0.690139914869482
x: 1.0839471823939992, y: 0.688598326314419
x: 1.0851082617109065, y: 0.6870575220194268
x: 1.0862687500454609, y: 0.6855175019845055
x: 1.0874286473976627, y: 0.683978266209655
x: 1.0885879537675116, y: 0.6824398146948754
x: 1.0897466691550077, y: 0.6809021474401666
x: 1.0909047935601512, y: 0.6793652644455288
x: 1.092062326982942, y: 0.6778291657109619
x: 1.09321926942338, y: 0.6762938512364657
x: 1.0943756208814652, y: 0.6747593210220404
x: 1.0955313813571979, y: 0.673225575067686
x: 1.0966865508505776, y: 0.6716926133734025
x: 1.0978411293616046, y: 0.6701604359391898
x: 1.098995116890279, y: 0.6686290427650481
x: 1.1001485134366005, y: 0.6670984338509771
x: 1.1013013190005694, y: 0.665568609196977
x: 1.1024535335821855, y: 0.6640395688030478
x: 1.103605157181449, y: 0.6625113126691895
x: 1.1047561897983595, y: 0.6609838407954021
x: 1.1059066314329176, y: 0.6594571531816855
x: 1.1070564820851228, y: 0.6579312498280397
x: 1.108205741754975, y: 0.6564061307344649
x: 1.1093544104424748, y: 0.6548817959009609
x: 1.1105024881476218, y: 0.6533582453275277
x: 1.111649974870416, y: 0.6518354790141655
x: 1.1127968706108575, y: 0.6503134969608741
x: 1.1139431753689464, y: 0.6487922991676536
x: 1.1150888891446824, y: 0.6472718856345039
x: 1.1162340119380658, y: 0.6457522563614251
x: 1.1173785437490964, y: 0.6442334113484172
x: 1.1185224845777741, y: 0.6427153505954801
x: 1.1196658344240993, y: 0.641198074102614
x: 1.1208085932880716, y: 0.6396815818698186
x: 1.1219507611696913, y: 0.6381658738970941
x: 1.1230923380689581, y: 0.6366509501844405
x: 1.1242333239858724, y: 0.6351368107318578
x: 1.1253737189204338, y: 0.633623455539346
x: 1.1265135228726424, y: 0.632110884606905
x: 1.1276527358424984, y: 0.6305990979345348
x: 1.1287913578300015, y: 0.6290880955222355
x: 1.129929388835152, y: 0.6275778773700071
x: 1.1310668288579497, y: 0.6260684434778496
x: 1.1322036778983948, y: 0.624559793845763
x: 1.133339935956487, y: 0.6230519284737472
x: 1.1344756030322267, y: 0.6215448473618023
x: 1.1356106791256135, y: 0.6200385505099282
x: 1.1367451642366475, y: 0.618533037918125
x: 1.1378790583653289, y: 0.6170283095863927
x: 1.1390123615116574, y: 0.6155243655147312
x: 1.1401450736756333, y: 0.6140212057031407
x: 1.1412771948572564, y: 0.6125188301516209
x: 1.142408725056527, y: 0.611017238860172
x: 1.1435396642734446, y: 0.609516431828794
x: 1.1446700125080094, y: 0.6080164090574869
x: 1.1457997697602216, y: 0.6065171705462507
x: 1.146928936030081, y: 0.6050187162950852
x: 1.1480575113175877, y: 0.6035210463039906
x: 1.1491854956227416, y: 0.6020241605729669
x: 1.150312888945543, y: 0.6005280591020141
x: 1.1514396912859914, y: 0.5990327418911322
x: 1.1525659026440873, y: 0.5975382089403212
x: 1.1536915230198304, y: 0.5960444602495809
x: 1.1548165524132206, y: 0.5945514958189115
x: 1.1559409908242582, y: 0.593059315648313
x: 1.157064838252943, y: 0.5915679197377854
x: 1.158188094699275, y: 0.5900773080873287
x: 1.1593107601632544, y: 0.5885874806969429
x: 1.1604328346448811, y: 0.5870984375666278
x: 1.161554318144155, y: 0.5856101786963837
x: 1.1626752106610763, y: 0.5841227040862104
x: 1.1637955121956447, y: 0.582636013736108
x: 1.1649152227478603, y: 0.5811501076460764
x: 1.1660343423177233, y: 0.5796649858161158
x: 1.1671528709052335, y: 0.578180648246226
x: 1.168270808510391, y: 0.576697094936407
x: 1.1693881551331957, y: 0.5752143258866589
x: 1.1705049107736478, y: 0.5737323410969817
x: 1.171621075431747, y: 0.5722511405673754
x: 1.1727366491074935, y: 0.5707707242978399
x: 1.1738516318008874, y: 0.5692910922883753
x: 1.1749660235119284, y: 0.5678122445389815
x: 1.1760798242406167, y: 0.5663341810496586
x: 1.1771930339869523, y: 0.5648569018204066
x: 1.1783056527509352, y: 0.5633804068512255
x: 1.1794176805325653, y: 0.5619046961421152
x: 1.1805291173318428, y: 0.5604297696930758
x: 1.1816399631487675, y: 0.5589556275041072
x: 1.1827502179833393, y: 0.5574822695752095
x: 1.1838598818355586, y: 0.5560096959063827
x: 1.184968954705425, y: 0.5545379064976268
x: 1.1860774365929387, y: 0.5530669013489418
x: 1.1871853274980997, y: 0.5515966804603275
x: 1.188292627420908, y: 0.5501272438317841
x: 1.1893993363613635, y: 0.5486585914633116
x: 1.1905054543194662, y: 0.54719072335491
x: 1.1916109812952163, y: 0.5457236395065793
x: 1.1927159172886135, y: 0.5442573399183195
x: 1.193820262299658, y: 0.5427918245901304
x: 1.1949240163283499, y: 0.5413270935220122
x: 1.196027179374689, y: 0.539863146713965
x: 1.1971297514386754, y: 0.5383999841659886
x: 1.1982317325203091, y: 0.536937605878083
x: 1.19933312261959, y: 0.5354760118502484
x: 1.200433921736518, y: 0.5340152020824845
x: 1.2015341298710935, y: 0.5325551765747916
x: 1.2026337470233162, y: 0.5310959353271695
x: 1.2037327731931862, y: 0.5296374783396183
x: 1.2048312083807033, y: 0.528179805612138
x: 1.205929052585868, y: 0.5267229171447285
x: 1.2070263058086796, y: 0.5252668129373899
x: 1.2081229680491388, y: 0.5238114929901221
x: 1.209219039307245, y: 0.5223569573029252
x: 1.2103145195829985, y: 0.5209032058757992
x: 1.2114094088763994, y: 0.5194502387087441
x: 1.2125037071874474, y: 0.5179980558017598
x: 1.2135974145161428, y: 0.5165466571548464
x: 1.2146905308624854, y: 0.5150960427680038
x: 1.2157830562264753, y: 0.5136462126412321
x: 1.2168749906081124, y: 0.5121971667745313
x: 1.2179663340073967, y: 0.5107489051679014
x: 1.2190570864243284, y: 0.5093014278213424
x: 1.2201472478589073, y: 0.5078547347348541
x: 1.2212368183111335, y: 0.5064088259084367
x: 1.222325797781007, y: 0.5049637013420902
x: 1.2234141862685277, y: 0.5035193610358146
x: 1.2245019837736957, y: 0.5020758049896099
x: 1.225589190296511, y: 0.5006330332034761
x: 1.2266758058369736, y: 0.49919104567741307
x: 1.2277618303950832, y: 0.4977498424114209
x: 1.2288472639708403, y: 0.4963094234054996
x: 1.2299321065642446, y: 0.4948697886596492
x: 1.2310163581752962, y: 0.4934309381738696
x: 1.232100018803995, y: 0.49199287194816094
x: 1.2331830884503412, y: 0.49055558998252313
x: 1.2342655671143345, y: 0.48911909227695616
x: 1.235347454795975, y: 0.48768337883146007
x: 1.236428751495263, y: 0.48624844964603486
x: 1.237509457212198, y: 0.4848143047206805
x: 1.2385895719467805, y: 0.483380944055397
x: 1.2396690956990102, y: 0.4819483676501844
x: 1.2407480284688872, y: 0.4805165755050426
x: 1.2418263702564114, y: 0.47908556761997173
x: 1.242904121061583, y: 0.4776553439949717
x: 1.2439812808844017, y: 0.47622590463004255
x: 1.2450578497248677, y: 0.47479724952518426
x: 1.246133827582981, y: 0.47336937868039686
x: 1.2472092144587414, y: 0.4719422920956803
x: 1.2482840103521493, y: 0.4705159897710346
x: 1.2493582152632043, y: 0.4690904717064598
x: 1.2504318291919068, y: 0.4676657379019558
x: 1.2515048521382564, y: 0.4662417883575227
x: 1.2525772841022533, y: 0.4648186230731605
x: 1.2536491250838975, y: 0.46339624204886914
x: 1.2547203750831888, y: 0.46197464528464866
x: 1.2557910341001275, y: 0.46055383278049905
x: 1.2568611021347134, y: 0.4591338045364203
x: 1.2579305791869466, y: 0.4577145605524124
x: 1.258999465256827, y: 0.4562961008284754
x: 1.2600677603443549, y: 0.4548784253646092
x: 1.2611354644495298, y: 0.4534615341608139
x: 1.262202577572352, y: 0.4520454272170895
x: 1.2632690997128215, y: 0.45063010453343594
x: 1.2643350308709382, y: 0.44921556610985325
x: 1.2654003710467023, y: 0.44780181194634144
x: 1.2664651202401136, y: 0.44638884204290047
x: 1.2675292784511722, y: 0.4449766563995304
x: 1.268592845679878, y: 0.4435652550162312
x: 1.2696558219262313, y: 0.4421546378930028
x: 1.2707182071902317, y: 0.4407448050298453
x: 1.2717800014718792, y: 0.4393357564267587
x: 1.2728412047711741, y: 0.43792749208374293
x: 1.2739018170881162, y: 0.43652001200079804
x: 1.2749618384227057, y: 0.43511331617792404
x: 1.2760212687749424, y: 0.43370740461512086
x: 1.2770801081448264, y: 0.43230227731238857
x: 1.2781383565323576, y: 0.43089793426972717
x: 1.279196013937536, y: 0.4294943754871366
x: 1.2802530803603618, y: 0.4280916009646169
x: 1.2813095558008347, y: 0.4266896107021681
x: 1.282365440258955, y: 0.4252884046997901
x: 1.2834207337347225, y: 0.42388798295748303
x: 1.2844754362281374, y: 0.42248834547524683
x: 1.2855295477391995, y: 0.42108949225308145
x: 1.286583068267909, y: 0.41969142329098696
x: 1.2876359978142655, y: 0.41829413858896336
x: 1.2886883363782693, y: 0.4168976381470106
x: 1.2897400839599205, y: 0.4155019219651287
x: 1.2907912405592188, y: 0.4141069900433177
x: 1.2918418061761645, y: 0.4127128423815775
x: 1.2928917808107574, y: 0.4113194789799082
x: 1.2939411644629977, y: 0.4099268998383098
x: 1.2949899571328851, y: 0.40853510495678225
x: 1.29603815882042, y: 0.40714409433532556
x: 1.297085769525602, y: 0.40575386797393975
x: 1.2981327892484311, y: 0.4043644258726248
x: 1.2991792179889077, y: 0.4029757680313807
x: 1.3002250557470314, y: 0.4015878944502075
x: 1.3012703025228025, y: 0.4002008051291051
